brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price,performance_c,cam_c,size_c,battery_c
LG,Stylus 2,3000,5.7,Yes,720,1280,4,1000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,95.99,2,1,5,5
Intex,Cloud Crystal 2.5D,2200,5.0,Yes,720,1280,4,3000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,81.6,3,3,4,3
Intex,Aqua Freedom,3000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,37.19,2,1,4,5
Microsoft,Lumia 650,2000,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Windows,Yes,Yes,Yes,1,Yes,Yes,119.88,2,1,4,2
LG,X cam,2520,5.2,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,96.0,6,4,4,4
Intex,Aqua Craze,2500,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99,2,1,4,4
Intex,Aqua Lite,1400,4.0,Yes,480,800,4,512,4.0,2.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,33.59,2,1,2,1
Lava,X11,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.76,3,3,4,4
Lava,A88,2000,5.0,Yes,720,1280,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.39,2,1,4,2
Lenovo,Vibe P1 Turbo,5000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,92.15,6,4,5,8
Lava,A71,2500,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.88,2,1,4,4
Intex,Aqua Wing,1500,4.0,Yes,480,800,1,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,35.88,1,2,2,1
Intex,Aqua Raze,1800,4.5,Yes,480,854,1,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,1,2,3,2
Panasonic,P66 Mega,3200,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,No,Yes,2,Yes,No,63.59,3,3,4,5
Lyf,Flame 1,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.99,2,1,3,2
Lava,X3,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,47.99,3,3,4,4
Zopo,Hero 1,2500,5.0,Yes,720,1280,4,2000,16.0,13.2,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,144.0,3,3,4,4
iBall,Cobalt 5.5F Youva,2600,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,91.19,3,3,5,4
Micromax,Canvas Juice 4,3000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,47.94,2,1,4,5
Vivo,Y51L,2350,5.0,Yes,540,960,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,109.19,3,3,4,3
Lava,V5,3000,5.5,Yes,720,1280,4,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,99.0,3,3,5,5
Lyf,Water 2,2400,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,93.0,6,4,4,3
Lyf,Water 1,2600,5.0,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.6,6,4,4,4
Lenovo,K5 Note,3500,5.5,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88,6,4,5,6
Panasonic,Eluga Turbo,2350,5.0,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.86,6,4,4,3
Swipe,Virtue,2500,5.0,No,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,43.19,3,3,4,4
Lava,P7,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,2,Yes,No,41.39,2,1,4,2
Intex,Aqua Air II,2300,5.0,Yes,480,854,2,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,56.28,1,2,4,3
Lava,Iris Atom,1550,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,62.39,2,1,2,1
Intex,Cloud 4G Smart,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.32,2,1,4,2
Intex,Cloud 3G Gem,1400,4.0,Yes,480,800,1,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,28.79,1,2,2,1
Intex,Cloud 3G Candy,1400,4.0,Yes,480,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99,1,2,2,1
Lenovo,A7000 Turbo,2900,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,168.0,6,4,5,5
Karbonn,K9 Smart,2300,5.0,Yes,480,854,4,512,8.0,3.2,1.3,Android,Yes,Yes,Yes,2,Yes,No,56.28,2,1,4,3
Alcatel,Pixi 4 (6),2580,6.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.98,2,1,6,4
LG,K7,2125,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,11.93,2,1,4,2
LG,K10,2300,5.3,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,47.93,2,1,5,3
Intex,Cloud Champ,1700,4.5,Yes,480,854,2,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,45.6,1,2,3,1
Lava,Iris Atom 3,2000,5.0,Yes,480,854,4,512,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,34.79,2,1,4,2
Intex,Aqua Q7 Pro,2000,4.5,Yes,480,854,4,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,51.48,2,1,3,2
Karbonn,Titanium Moghul,2000,5.0,Yes,540,960,4,1000,8.0,8.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,104.4,2,1,4,2
Xolo,One HD,2300,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,95.99,2,1,4,3
Zen,Cinemax 2,2900,5.5,Yes,540,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,44.87,2,1,5,5
Videocon,Z55 Krypton,2200,5.0,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.4,2,1,4,3
Intex,Aqua Star 4G,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,56.39,2,1,4,2
Intex,Cloud Cube,2000,4.5,Yes,480,854,4,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,26.39,2,1,3,2
Kult,10,2350,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99,3,3,4,3
Micromax,Canvas Pulse 4G,2100,5.0,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,49.8,6,4,4,2
Asus,ZenPad C 7.0 (Z170MG),3450,7.0,No,1024,600,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,74.39,2,1,8,6
Xiaomi,Redmi Note Prime,3100,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,3,3,5,5
iBall,Andi 5.5H Weber,2200,5.5,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,No,47.99,2,1,5,3
Micromax,Canvas Mega 4G,2500,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.48,3,3,5,4
Micromax,Canvas Fire 4G+,2000,4.7,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.88,2,1,3,2
Gionee,P5W,2000,5.0,Yes,720,1280,8,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,83.99,6,4,4,2
ZTE,Blade A1,2800,5.0,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,No,34.8,6,4,4,5
Panasonic,Eluga Mark,2500,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88,6,4,5,4
Samsung,Galaxy A7 (2016),3300,5.5,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,119.99,6,4,5,6
Videocon,Z55 Delite,2200,5.0,Yes,720,1280,8,1000,8.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,No,76.68,6,4,4,3
Videocon,Infinium Z45 Amaze,1600,4.5,Yes,480,854,4,1000,8.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,35.99,2,1,3,1
Micromax,Canvas Pace 4G,2500,5.0,Yes,854,480,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99,2,1,4,4
Lava,X10,2900,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,144.0,3,3,4,5
Intex,Cloud Zest,4000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,59.99,2,1,4,7
Lava,Iris Atom 2X,2000,4.5,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,35.99,2,1,3,2
Samsung,Galaxy J3 (6),2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,59.99,2,1,4,4
Intex,Aqua Air,2300,5.0,Yes,480,854,2,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,49.08,1,2,4,3
Micromax,Canvas Xpress 4G,2000,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,48.6,3,3,4,2
Micromax,Canvas Blaze 4G+,1750,4.5,Yes,480,854,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,45.59,2,1,3,2
Intex,Aqua Super,2150,5.0,Yes,720,1280,4,3000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,70.19,3,3,4,3
Intex,Aqua Wave,1400,4.0,Yes,480,800,1,256,0.512,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,26.39,1,2,2,1
Intex,Aqua Q7,2000,4.5,Yes,480,854,4,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,26.39,2,1,3,2
iBall,Andi Sprinter 4G,2100,5.0,Yes,480,854,4,1000,8.0,8.0,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,56.39,2,1,4,2
Gionee,S Plus,3150,5.5,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.88,6,4,5,5
InFocus,M535,2600,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88,3,3,5,4
HTC,Desire 828 Dual SIM,2800,5.5,Yes,1080,1920,8,2000,16.0,13.0,4.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99,6,4,5,5
HTC,Desire 728G Dual SIM,2800,5.5,Yes,720,1280,8,1000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,139.03,6,4,5,5
Intex,Aqua Young,2500,5.0,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,58.8,2,1,4,4
Intex,Aqua Play,1400,4.0,Yes,480,800,2,512,8.0,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,51.59,1,2,2,1
Xolo,Black 1X,2400,5.0,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,6,4,4,3
InFocus,M260,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,29.88,2,1,3,2
Karbonn,Alfa A91 Power,2000,4.0,Yes,480,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,31.19,1,2,2,2
Oppo,Neo 7,2420,5.0,Yes,540,960,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,98.4,2,1,4,3
Samsung,Galaxy On7,3000,5.5,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.72,2,1,5,5
Micromax,Bolt Q332,2000,5.0,Yes,480,854,4,512,2.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,28.79,2,1,4,2
Samsung,Galaxy On5,2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,55.86,2,1,4,4
Lenovo,A1000,2000,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,42.59,2,1,2,2
Lenovo,A6000 Shot,2300,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.88,3,3,4,3
Lava,Iris Fuel F1,4000,5.0,Yes,480,854,4,2000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,104.4,3,3,4,7
Intex,Aqua Life III,2000,5.0,Yes,720,1280,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,63.6,2,1,4,2
Intex,Cloud Swift,2500,5.0,Yes,720,1280,4,3000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,111.6,3,3,4,4
Zopo,Speed 7 Plus,3000,5.5,Yes,1080,1920,8,3000,16.0,13.2,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,77.99,6,4,5,5
Micromax,Bolt S302,1450,4.0,Yes,480,800,4,512,4.0,2.0,1.3,Android,Yes,Yes,Yes,2,Yes,No,26.88,2,1,2,1
Micromax,Bolt Q331,2000,5.0,Yes,480,854,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,35.99,2,1,4,2
Samsung,Z3,2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Tizen,Yes,Yes,Yes,2,Yes,No,59.88,2,1,4,4
Panasonic,P65 Flash,2910,5.5,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,101.99,2,1,5,5
Panasonic,P50 Idol,2150,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,46.79,2,1,4,3
ZTE,Axon Mini,2800,5.2,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,70.8,6,4,4,5
iBall,Andi 4.5C Magnifico,1700,4.5,Yes,480,854,2,512,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,46.08,1,2,3,1
Microsoft,Lumia 550,2100,4.7,Yes,720,1280,4,1000,8.0,5.0,2.0,Windows,Yes,Yes,Yes,1,Yes,Yes,64.78,2,1,3,2
Microsoft,Lumia 950,3000,5.2,Yes,1440,2560,6,3000,32.0,20.0,5.0,Windows,Yes,Yes,Yes,1,Yes,Yes,496.68,6,4,4,5
Microsoft,Lumia 950 XL,3340,5.7,Yes,1440,2560,8,3000,32.0,20.0,5.0,Windows,Yes,Yes,Yes,1,Yes,Yes,299.99,6,4,5,6
Micromax,Bolt Q339,1650,4.5,Yes,480,854,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,35.99,2,1,3,1
LG,V10,3000,5.7,Yes,1440,2560,6,4000,64.0,16.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,179.99,5,5,5,5
Videocon,Infinium Z51 Punch,3000,5.0,Yes,480,854,4,1000,1.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,64.79,2,1,4,5
Videocon,Infinium Z51Q Star,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,33.59,2,1,4,2
Vivo,Y15S,1900,4.5,Yes,854,480,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,59.99,2,1,3,2
Samsung,Galaxy J1 Ace,1800,4.3,Yes,480,800,2,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,51.6,1,2,3,2
Vivo,Y27L,2260,4.7,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,108.01,2,1,3,3
Micromax,Canvas Play 4G,2820,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99,3,3,5,5
Lava,Iris Fuel F1 Mini,2000,4.0,Yes,480,800,1,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,29.99,1,2,2,2
Micromax,Canvas Blaze 4G,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,38.39,2,1,3,2
Gionee,Pioneer P3S,2000,4.5,Yes,480,485,4,1000,16.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,39.59,2,1,3,2
Micromax,Bolt Q338,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,59.64,2,1,4,2
Intex,Aqua Power II,4000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,71.88,2,1,4,7
Micromax,Canvas Juice 3+,4000,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,71.88,3,3,5,7
Intex,Aqua Glam,1850,4.7,Yes,720,1280,4,1000,8.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,51.54,2,1,3,2
iBall,Cobalt Solus 4G,2000,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,3,3,4,2
Micromax,Canvas Juice 3,4000,5.0,Yes,720,1280,4,2000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,51.48,3,3,4,7
HTC,Desire 728 Dual SIM,2800,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,71.99,6,4,5,5
Lenovo,Vibe P1m,3900,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,3,3,4,7
Sony,Xperia Z5 Premium Dual,3430,5.5,Yes,2160,3840,8,3000,32.0,23.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,690.0,6,4,5,6
Acer,Liquid Z530,2420,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,69.0,3,3,4,3
Micromax,Canvas Fire 4G,1850,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,2,1,3,2
Intex,Cloud V,2000,5.0,Yes,480,854,4,512,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,44.39,2,1,4,2
iBall,Andi 4.5 O'Buddy,1800,4.5,Yes,480,854,4,1000,1.0,8.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,59.94,2,1,3,2
Videocon,Z55 Dash,2200,5.0,Yes,720,1280,8,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,65.99,6,4,4,3
Intex,Aqua Turbo 4G,3000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,67.79,2,1,4,5
Zopo,Speed 7,2500,5.0,Yes,1080,1920,8,3000,16.0,13.2,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.88,6,4,4,4
Panasonic,Eluga Switch,2910,5.5,Yes,1080,1920,8,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,179.88,6,4,5,5
Intex,Aqua 3G Neo,1500,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,28.79,2,1,2,1
Lenovo,A2010,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,72.0,2,1,3,2
Lava,Flair P1i,1400,4.0,Yes,400,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,26.66,1,2,2,1
Panasonic,T45 4G,1800,4.5,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,55.8,2,1,3,2
Panasonic,Eluga I2,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,69.96,2,1,4,2
Panasonic,Eluga L2,2500,5.5,Yes,540,960,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.88,2,1,5,4
Lava,Iris Atom 2,1750,4.5,Yes,854,480,4,512,8.0,5.0,0.3,Android,Yes,Yes,No,1,Yes,No,51.59,2,1,3,2
iBall,Andi 5U Platino,2000,5.0,Yes,540,960,4,512,8.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,41.99,2,1,4,2
Intex,Aqua Sense 5.0,2000,5.0,Yes,540,960,4,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,46.79,2,1,4,2
Philips,Xenium S309,1600,4.0,Yes,480,800,2,512,4.0,5.0,0.3,Android,Yes,Yes,Yes,1,Yes,No,38.39,1,2,2,1
Intex,Cloud Pace,1700,4.5,Yes,540,960,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,53.99,3,3,3,1
Blu,Win HD LTE,2500,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Windows,Yes,Yes,No,2,Yes,Yes,54.0,2,1,4,4
Intex,Aqua Q1+,1600,4.5,Yes,480,854,4,512,8.0,5.0,1.3,Android,Yes,Yes,Yes,2,Yes,No,53.39,2,1,3,1
Intex,Aqua Dream II,2300,5.5,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,98.4,2,1,5,3
Asus,ZenFone 2 Laser (ZE601KL),3000,6.0,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,6,4,6,5
Intex,Cloud 4G Star,2300,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,71.99,3,3,4,3
Lava,Iris X5 4G,2500,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,83.99,3,3,4,4
Asus,ZenFone 2 Laser (ZE500KL),2070,5.0,Yes,720,1280,4,2000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.88,3,3,4,2
Sony,Xperia M5,2600,5.0,Yes,1080,1920,8,3000,16.0,21.5,13.0,Android,Yes,Yes,Yes,1,Yes,Yes,71.99,6,4,4,4
Sony,Xperia C5 Ultra,2930,6.0,Yes,1080,1920,8,2000,16.0,13.0,13.0,Android,Yes,Yes,Yes,1,Yes,Yes,311.88,6,4,6,5
Lava,Iris X1 Selfie,2000,4.5,Yes,854,480,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,35.99,2,1,3,2
InFocus,M808,2450,5.2,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,53.88,6,4,4,4
Panasonic,Love T10,1400,3.5,Yes,480,800,2,512,4.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,24.0,1,2,2,1
iBall,Andi HD6,3000,6.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,No,60.0,2,1,6,5
Lava,Flair Z1,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,35.99,2,1,4,2
Intex,Aqua Y2 Power,2900,4.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,48.6,2,1,2,5
LG,Max,2540,5.0,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,47.99,2,1,4,4
Karbonn,Titanium Mach One Plus,1800,4.7,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,47.88,3,3,3,2
Panasonic,T33,1500,4.0,Yes,480,800,4,512,4.0,3.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,35.88,2,1,2,1
iBall,Andi 3.5V Genius2,1250,3.5,Yes,320,480,1,256,0.512,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,29.99,1,2,2,1
Spice,XLife 406,1450,4.0,Yes,480,800,1,512,4.0,3.2,1.3,Android,Yes,Yes,Yes,2,Yes,No,42.0,1,2,2,1
Micromax,Bolt D303,1300,4.0,Yes,480,800,2,512,4.0,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,35.81,1,2,2,1
Vivo,V1,2300,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,183.6,3,3,4,3
Panasonic,Eluga Z,2050,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,66.35,6,4,4,2
Xolo,Era,2100,5.0,Yes,854,480,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,44.39,2,1,4,2
Intex,Aqua Y2 Ultra,1400,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,43.19,2,1,2,1
Intex,Aqua A2,1500,4.0,Yes,480,800,4,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,31.19,2,1,2,1
Videocon,Infinium Z51 Nova+,2000,5.0,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,35.28,2,1,4,2
Intex,Aqua Y4,1700,4.5,Yes,480,854,2,512,4.0,5.0,2.0,Android,Yes,Yes,No,2,Yes,No,35.99,1,2,3,1
iBall,Andi4 B20,1250,4.0,Yes,480,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,29.98,1,2,2,1
iBall,Andi Avonte 5,2150,5.0,Yes,480,854,4,1000,8.0,8.0,0.0,Android,Yes,Yes,Yes,2,Yes,No,47.99,2,1,4,3
