name,brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price,price_ranges,screen_size_range,battery_capacity_range,rear_camera_range
HTC Desire 830,HTC,Desire 830,2800,5.5,Yes,1080,1920,8,3000,32.0,13.0,4.0,Android,Yes,Yes,No,1,Yes,Yes,95.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Micromax Canvas Mega 2,Micromax,Canvas Mega 2,3000,6.0,Yes,540,960,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,90.36,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
iBall Andi 5N Dude,iBall,Andi 5N Dude,2000,5.0,Yes,480,854,4,512,4.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Honor 5C,Honor,5C,3000,5.2,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,119.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Panasonic Eluga I3,Panasonic,Eluga I3,2700,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,66.59,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Swipe Elite Note,Swipe,Elite Note,3000,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,90.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Asus ZenFone Go 4.5 (ZB452KG),Asus,ZenFone Go 4.5 (ZB452KG),2070,4.5,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,47.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua 4.5 Pro,Intex,Aqua 4.5 Pro,1500,4.5,Yes,480,854,4,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,57.0,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
ZTE Blade A910,ZTE,Blade A910,2540,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
ZTE Blade V7 Max,ZTE,Blade V7 Max,3000,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
LeEco Le 2 Pro,LeEco,Le 2 Pro,3000,5.5,Yes,1080,1920,10,4000,32.0,21.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,70.68,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Nubia Z11 mini,Nubia,Z11 mini,2800,5.0,Yes,1080,1920,8,3000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Gionee Pioneer P5W,Gionee,Pioneer P5W,2000,5.0,Yes,720,1280,4,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,57.6,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Yu Yureka Note,Yu,reka Note,4000,6.0,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Videocon Krypton V50DA,Videocon,Krypton V50DA,3000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,48.07,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
HTC 10 Lifestyle,HTC,10 Lifestyle,3000,5.2,Yes,1440,2560,8,3000,32.0,12.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,117.01,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Meizu m3 note,Meizu,m3 note,4100,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,63.48,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Reach Opulent,Reach,Opulent,2500,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,32.28,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Asus Zenfone Go 5.0 LTE,Asus,Zenfone Go 5.0 LTE,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.88,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Gionee Pioneer P5 mini,Gionee,Pioneer P5 mini,1850,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,59.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Samsung Galaxy A9 Pro,Samsung,Galaxy A9 Pro,5000,6.0,Yes,1080,1920,8,4000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,239.76,200-400€,5.0-6.0(inches),4500-6000(mah),0-24(mp)
Intex Cloud Gem+,Intex,Cloud Gem+,1400,4.0,Yes,480,800,4,512,4.0,2.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,26.39,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Samsung Galaxy J7 (2016),Samsung,Galaxy J7 (2016),3300,5.5,Yes,720,1080,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,161.4,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Samsung Galaxy J5 (2016),Samsung,Galaxy J5 (2016),3100,5.2,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Vivo Y31L,Vivo,Y31L,2200,4.7,Yes,540,960,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,103.19,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Reach Cogent,Reach,Cogent,2000,4.0,Yes,480,800,4,1000,8.0,3.2,1.3,Android,Yes,Yes,No,2,Yes,No,26.4,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Lava V2s,Lava,V2s,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.0,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Videocon Krypton V50FG,Videocon,Krypton V50FG,2200,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,79.2,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lava A52,Lava,A52,1200,4.0,Yes,480,800,2,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Intex Cloud Force,Intex,Cloud Force,2500,5.0,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,40.0,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua 4G Strong,Intex,Aqua 4G Strong,1700,4.0,Yes,480,800,4,768,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,78.0,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Lava Flair S1,Lava,Flair S1,1750,4.5,Yes,480,854,2,512,8.0,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
InFocus Bingo 20 (M425),InFocus,Bingo 20 (M425),2300,4.5,Yes,850,480,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.88,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Panasonic T50,Panasonic,T50,1600,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,81.12,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Twist,Intex,Aqua Twist,2200,5.0,Yes,480,854,4,1000,8.0,5.0,0.0,Android,Yes,Yes,Yes,2,Yes,No,41.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
mPhone 8,mPhone,8,3050,5.5,Yes,1080,1920,8,4000,64.0,21.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
mPhone 7 Plus,mPhone,7 Plus,2600,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,88.79,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Intex Cloud Breeze,Intex,Cloud Breeze,2300,5.0,Yes,480,854,2,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,35.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lyf Wind 6,Lyf,Wind 6,2250,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Blu Life Mark,Blu,Life Mark,2300,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Zopo Speed 8,Zopo,Speed 8,3600,5.5,Yes,1080,1920,10,4000,32.0,21.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.76,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Xolo Era X,Xolo,Era X,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.71,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Fish,Intex,Aqua Fish,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Sailfish,Yes,Yes,Yes,2,Yes,Yes,57.59,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
ZTE Blade V7 Lite,ZTE,Blade V7 Lite,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,46.08,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Sony Xperia X,Sony,Xperia X,2620,5.0,Yes,1080,1920,1,3000,32.0,23.0,13.0,Android,Yes,Yes,Yes,1,Yes,Yes,239.88,200-400€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Sony Xperia XA,Sony,Xperia XA,2300,5.0,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,95.93,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
HTC Desire 825,HTC,Desire 825,2700,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,94.68,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
HTC Desire 630,HTC,Desire 630,2200,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,123.59,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
HP Elite x3,HP,Elite x3,4150,5.96,Yes,1440,2560,4,4000,64.0,15.0,8.0,Windows,Yes,Yes,Yes,1,Yes,Yes,1064.63,1000+€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Alcatel Idol 4,Alcatel,Idol 4,2610,5.2,Yes,1080,1920,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,203.99,200-400€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Ace Mini,Intex,Aqua Ace Mini,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,82.19,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Swipe Konnect 5.1,Swipe,Konnect 5.1,3000,5.0,Yes,480,854,4,1000,8.0,8.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,49.19,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
LG Stylus 2,LG,Stylus 2,3000,5.7,Yes,720,1280,4,1000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,95.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Intex Cloud Crystal 2.5D,Intex,Cloud Crystal 2.5D,2200,5.0,Yes,720,1280,4,3000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,81.6,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Freedom,Intex,Aqua Freedom,3000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,37.19,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Microsoft Lumia 650,Microsoft,Lumia 650,2000,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Windows,Yes,Yes,Yes,1,Yes,Yes,119.88,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
LG X cam,LG,X cam,2520,5.2,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,96.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Craze,Intex,Aqua Craze,2500,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Lite,Intex,Aqua Lite,1400,4.0,Yes,480,800,4,512,4.0,2.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,33.59,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Lava X11,Lava,X11,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.76,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lava A88,Lava,A88,2000,5.0,Yes,720,1280,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.39,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lenovo Vibe P1 Turbo,Lenovo,Vibe P1 Turbo,5000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,92.15,<200€,5.0-6.0(inches),4500-6000(mah),0-24(mp)
Lava A71,Lava,A71,2500,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.88,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Wing,Intex,Aqua Wing,1500,4.0,Yes,480,800,1,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,35.88,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Raze,Intex,Aqua Raze,1800,4.5,Yes,480,854,1,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Panasonic P66 Mega,Panasonic,P66 Mega,3200,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,No,Yes,2,Yes,No,63.59,<200€,4.0-5.0(inches),3000-3500(mah),0-24(mp)
Lyf Flame 1,Lyf,Flame 1,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lava X3,Lava,X3,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,47.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Zopo Hero 1,Zopo,Hero 1,2500,5.0,Yes,720,1280,4,2000,16.0,13.2,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,144.0,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
iBall Cobalt 5.5F Youva,iBall,Cobalt 5.5F Youva,2600,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,91.19,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Micromax Canvas Juice 4,Micromax,Canvas Juice 4,3000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,47.94,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Vivo Y51L,Vivo,Y51L,2350,5.0,Yes,540,960,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,109.19,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lava V5,Lava,V5,3000,5.5,Yes,720,1280,4,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,99.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Lyf Water 2,Lyf,Water 2,2400,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,93.0,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lyf Water 1,Lyf,Water 1,2600,5.0,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.6,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lenovo K5 Note,Lenovo,K5 Note,3500,5.5,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Panasonic Eluga Turbo,Panasonic,Eluga Turbo,2350,5.0,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.86,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Swipe Virtue,Swipe,Virtue,2500,5.0,No,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,43.19,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lava P7,Lava,P7,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,2,Yes,No,41.39,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Air II,Intex,Aqua Air II,2300,5.0,Yes,480,854,2,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,56.28,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lava Iris Atom,Lava,Iris Atom,1550,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,62.39,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Intex Cloud 4G Smart,Intex,Cloud 4G Smart,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.32,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Cloud 3G Gem,Intex,Cloud 3G Gem,1400,4.0,Yes,480,800,1,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,28.79,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Intex Cloud 3G Candy,Intex,Cloud 3G Candy,1400,4.0,Yes,480,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Lenovo A7000 Turbo,Lenovo,A7000 Turbo,2900,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,168.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Karbonn K9 Smart,Karbonn,K9 Smart,2300,5.0,Yes,480,854,4,512,8.0,3.2,1.3,Android,Yes,Yes,Yes,2,Yes,No,56.28,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Alcatel Pixi 4 (6),Alcatel,Pixi 4 (6),2580,6.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.98,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
LG K7,LG,K7,2125,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,11.93,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
LG K10,LG,K10,2300,5.3,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,47.93,<200€,5.0-6.0(inches),1010-2300(mah),0-24(mp)
Intex Cloud Champ,Intex,Cloud Champ,1700,4.5,Yes,480,854,2,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,45.6,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Lava Iris Atom 3,Lava,Iris Atom 3,2000,5.0,Yes,480,854,4,512,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,34.79,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Q7 Pro,Intex,Aqua Q7 Pro,2000,4.5,Yes,480,854,4,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,51.48,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Karbonn Titanium Moghul,Karbonn,Titanium Moghul,2000,5.0,Yes,540,960,4,1000,8.0,8.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,104.4,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Xolo One HD,Xolo,One HD,2300,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,95.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Zen Cinemax 2,Zen,Cinemax 2,2900,5.5,Yes,540,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,44.87,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Videocon Z55 Krypton,Videocon,Z55 Krypton,2200,5.0,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.4,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Star 4G,Intex,Aqua Star 4G,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,56.39,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Cloud Cube,Intex,Cloud Cube,2000,4.5,Yes,480,854,4,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,26.39,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Kult 10,Kult,10,2350,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Micromax Canvas Pulse 4G,Micromax,Canvas Pulse 4G,2100,5.0,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,49.8,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Asus ZenPad C 7.0 (Z170MG),Asus,ZenPad C 7.0 (Z170MG),3450,7.0,No,1024,600,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,74.39,<200€,6+(inches),3000-3500(mah),0-24(mp)
Xiaomi Redmi Note Prime,Xiaomi,Redmi Note Prime,3100,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
iBall Andi 5.5H Weber,iBall,Andi 5.5H Weber,2200,5.5,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,No,47.99,<200€,5.0-6.0(inches),1010-2300(mah),0-24(mp)
Micromax Canvas Mega 4G,Micromax,Canvas Mega 4G,2500,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.48,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Micromax Canvas Fire 4G+,Micromax,Canvas Fire 4G+,2000,4.7,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.88,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Gionee P5W,Gionee,P5W,2000,5.0,Yes,720,1280,8,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,83.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
ZTE Blade A1,ZTE,Blade A1,2800,5.0,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,No,34.8,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Panasonic Eluga Mark,Panasonic,Eluga Mark,2500,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy A7 (2016),Samsung,Galaxy A7 (2016),3300,5.5,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,119.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Videocon Z55 Delite,Videocon,Z55 Delite,2200,5.0,Yes,720,1280,8,1000,8.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,No,76.68,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Videocon Infinium Z45 Amaze,Videocon,Infinium Z45 Amaze,1600,4.5,Yes,480,854,4,1000,8.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,35.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Micromax Canvas Pace 4G,Micromax,Canvas Pace 4G,2500,5.0,Yes,854,480,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lava X10,Lava,X10,2900,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,144.0,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Cloud Zest,Intex,Cloud Zest,4000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,59.99,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Lava Iris Atom 2X,Lava,Iris Atom 2X,2000,4.5,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,35.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Samsung Galaxy J3 (6),Samsung,Galaxy J3 (6),2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,59.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Air,Intex,Aqua Air,2300,5.0,Yes,480,854,2,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,49.08,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Micromax Canvas Xpress 4G,Micromax,Canvas Xpress 4G,2000,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,48.6,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
