brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price
Panasonic,T45 4G,1800,4.5,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,55.80
Panasonic,Eluga I2,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,69.96
Panasonic,Eluga L2,2500,5.5,Yes,540,960,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.88
Lava,Iris Atom 2,1750,4.5,Yes,854,480,4,512,8.0,5.0,0.3,Android,Yes,Yes,No,1,Yes,No,51.59
iBall,Andi 5U Platino,2000,5.0,Yes,540,960,4,512,8.0,8.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,41.99
Intex,Aqua Sense 5.0,2000,5.0,Yes,540,960,4,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,46.79
Philips,Xenium S309,1600,4.0,Yes,480,800,2,512,4.0,5.0,0.3,Android,Yes,Yes,Yes,1,Yes,No,38.39
Intex,Cloud Pace,1700,4.5,Yes,540,960,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,53.99
Blu,Win HD LTE,2500,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Windows,Yes,Yes,No,2,Yes,Yes,54.00
Intex,Aqua Q1+,1600,4.5,Yes,480,854,4,512,8.0,5.0,1.3,Android,Yes,Yes,Yes,2,Yes,No,53.39
Intex,Aqua Dream II,2300,5.5,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,98.40
Asus,ZenFone 2 Laser (ZE601KL),3000,6.0,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99
Intex,Cloud 4G Star,2300,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,71.99
Lava,Iris X5 4G,2500,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,83.99
Asus,ZenFone 2 Laser (ZE500KL),2070,5.0,Yes,720,1280,4,2000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.88
Sony,Xperia M5,2600,5.0,Yes,1080,1920,8,3000,16.0,21.5,13.0,Android,Yes,Yes,Yes,1,Yes,Yes,71.99
Sony,Xperia C5 Ultra,2930,6.0,Yes,1080,1920,8,2000,16.0,13.0,13.0,Android,Yes,Yes,Yes,1,Yes,Yes,311.88
Lava,Iris X1 Selfie,2000,4.5,Yes,854,480,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,35.99
InFocus,M808,2450,5.2,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,53.88
Panasonic,Love T10,1400,3.5,Yes,480,800,2,512,4.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,24.00
iBall,Andi HD6,3000,6.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,No,60.00
Lava,Flair Z1,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,35.99
Intex,Aqua Y2 Power,2900,4.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,48.60
LG,Max,2540,5.0,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,47.99
Karbonn,Titanium Mach One Plus,1800,4.7,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,47.88
Panasonic,T33,1500,4.0,Yes,480,800,4,512,4.0,3.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,35.88
iBall,Andi 3.5V Genius2,1250,3.5,Yes,320,480,1,256,0.512,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,29.99
Spice,XLife 406,1450,4.0,Yes,480,800,1,512,4.0,3.2,1.3,Android,Yes,Yes,Yes,2,Yes,No,42.00
Micromax,Bolt D303,1300,4.0,Yes,480,800,2,512,4.0,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,35.81
Vivo,V1,2300,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,183.60
Panasonic,Eluga Z,2050,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,66.35
Xolo,Era,2100,5.0,Yes,854,480,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,44.39
Intex,Aqua Y2 Ultra,1400,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,43.19
Intex,Aqua A2,1500,4.0,Yes,480,800,4,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,31.19
Videocon,Infinium Z51 Nova+,2000,5.0,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,35.28
Intex,Aqua Y4,1700,4.5,Yes,480,854,2,512,4.0,5.0,2.0,Android,Yes,Yes,No,2,Yes,No,35.99
iBall,Andi4 B20,1250,4.0,Yes,480,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,29.98
iBall,Andi Avonte 5,2150,5.0,Yes,480,854,4,1000,8.0,8.0,0.0,Android,Yes,Yes,Yes,2,Yes,No,47.99
